"obsNsubID"	"obsID"	"GenusSpecies"	"Genus"	"Species"	"status"	"subObsID"	"sppdens_inv"	"sppdens_nat"	"spperc_inv"	"spperc_nat"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"	"invAperc"	"natAperc"
"308"	310	62	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	34.5058155962264	NA	NA	NA	NA	NA	NA	NA	0.844871384611111	1.35228623143662	NA	1.57039633333333	NA	NA	17.0011802326792	NA	25	33.3333333333333
"309"	311	62	"Andropogon scoparius"	"Andropogon"	"scoparius"	"N"	3	NA	NA	NA	NA	36.8424588395349	NA	NA	NA	NA	NA	NA	NA	0.748894827613636	1.27157571591954	NA	0.87497063333	NA	NA	15.78	NA	25	33.3333333333333
"310"	312	62	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	45.85	NA	NA	NA	NA	NA	NA	NA	0.625	1.15568018921053	NA	1.44	NA	NA	20.185755	NA	25	33.3333333333333
"311"	313	63	"Zanthozylum fagara"	"Zanthozylum"	"fagara"	"I"	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	0
"312"	314	63	"Prosopis glandulosa"	"Prosopis"	"glandulosa"	"I"	2	NA	NA	NA	0	17	NA	NA	NA	NA	NA	NA	NA	4.30619767075	2.7002222	NA	NA	NA	0.722917	6.94666666666667	NA	10	0
"313"	315	63	"Mahonia trifoliolata"	"Mahonia"	"trifoliolata"	"I"	3	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.4736209868947	NA	10	0
"314"	316	63	"Diospyros texana"	"Diospyros"	"texana"	"I"	4	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.555555555	2.1	NA	NA	NA	NA	13.5	NA	10	0
"315"	317	63	"Condalia hookeri"	"Condalia"	"hookeri"	"I"	5	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1.655172413	2.4	NA	NA	NA	NA	14.5	NA	10	0
"316"	318	63	"Tridens spp"	"Tridens"	"spp"	"N"	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	20
"317"	319	63	"Panicum hallii"	"Panicum"	"hallii"	"N"	7	NA	NA	NA	NA	27.1768496611154	NA	NA	NA	NA	NA	NA	NA	1.14887761767391	1.66815962784768	NA	0.941463256407692	NA	NA	22.69604587691	NA	10	20
"318"	320	63	"for others, see Archer 1995"	NA	NA	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	20
"319"	321	63	"Chloris cucullata"	"Chloris"	"cucullata"	"N"	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64054545454545	NA	NA	NA	NA	12.99359045525	NA	10	20
"320"	322	63	"Bouteloua hirsuta"	"Bouteloua"	"hirsuta"	"N"	10	NA	NA	NA	NA	38.6825611	NA	NA	NA	NA	NA	NA	NA	0.889779422833333	1.09328571428571	NA	1.95523591666667	NA	NA	13.1544560165	NA	10	20
"321"	323	64	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	0
"322"	324	64	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	11.1111111111111	12.5
"323"	325	64	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA	NA	1.947	NA	NA	NA	NA	17.886417816	NA	11.1111111111111	12.5
"324"	326	64	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	34	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.4511041	1.94885714285714	1.062	1.15580101851852	NA	0.202142844497608	15.3283082666667	13.5692307692308	11.1111111111111	12.5
"325"	327	64	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	35	41.7	101.955	NA	83.8835	NA	NA	NA	2.11263819825	1.77368181818182	1.062	1.44083333333333	NA	0.21	12.4205961356	13.5692307692308	11.1111111111111	12.5
"326"	328	64	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	26.1	93	NA	NA	NA	NA	NA	NA	2.91572150076923	1.46074502061856	0.71615	0.936852917032308	NA	0.422855555555556	8.06766119142857	5.6	11.1111111111111	12.5
"327"	329	64	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1111111111111	12.5
"328"	330	64	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00773224	1.88777777777778	NA	NA	NA	0.22	18.3	NA	11.1111111111111	12.5
"329"	331	64	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	25.6535413846154	73.025	NA	NA	NA	NA	NA	NA	1.03781748109524	1.80438596874948	NA	0.489538883825714	NA	0.35408	19.9110935035614	22.5	11.1111111111111	12.5
"330"	332	65	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	0
"331"	333	65	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	11.1111111111111	12.5
"332"	334	65	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA	NA	1.947	NA	NA	NA	NA	17.886417816	NA	11.1111111111111	12.5
"333"	335	65	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	34	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.4511041	1.94885714285714	1.062	1.15580101851852	NA	0.202142844497608	15.3283082666667	13.5692307692308	11.1111111111111	12.5
"334"	336	65	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	35	41.7	101.955	NA	83.8835	NA	NA	NA	2.11263819825	1.77368181818182	1.062	1.44083333333333	NA	0.21	12.4205961356	13.5692307692308	11.1111111111111	12.5
"335"	337	65	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	26.1	93	NA	NA	NA	NA	NA	NA	2.91572150076923	1.46074502061856	0.71615	0.936852917032308	NA	0.422855555555556	8.06766119142857	5.6	11.1111111111111	12.5
"336"	338	65	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1111111111111	12.5
"337"	339	65	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00773224	1.88777777777778	NA	NA	NA	0.22	18.3	NA	11.1111111111111	12.5
"338"	340	65	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	25.6535413846154	73.025	NA	NA	NA	NA	NA	NA	1.03781748109524	1.80438596874948	NA	0.489538883825714	NA	0.35408	19.9110935035614	22.5	11.1111111111111	12.5
"339"	341	66	"Microstegium vimineum"	"Microstegium"	"vimineum"	"I"	1	NA	NA	90	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90	0
"340"	342	66	"Vaccinium spp"	"Vaccinium"	"spp"	"N"	2	NA	NA	NA	NA	26.6002492	NA	NA	NA	NA	NA	NA	NA	1.31329681614706	1.52192766351534	0.667116666666667	NA	NA	0.6173345	13.7749562971041	12.1142857142857	11.1111111111111	12.5
"341"	343	66	"Sassafras albidum"	"Sassafras"	"albidum"	"N"	3	NA	NA	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA	NA	1.947	NA	NA	NA	NA	17.886417816	NA	11.1111111111111	12.5
"342"	344	66	"Quercus velutina"	"Quercus"	"velutina"	"N"	4	NA	NA	NA	NA	34	59.7478260869565	101.955	NA	83.8835	NA	NA	NA	1.4511041	1.94885714285714	1.062	1.15580101851852	NA	0.202142844497608	15.3283082666667	13.5692307692308	11.1111111111111	12.5
"343"	345	66	"Quercus prinus"	"Quercus"	"prinus"	"N"	5	NA	NA	NA	NA	35	41.7	101.955	NA	83.8835	NA	NA	NA	2.11263819825	1.77368181818182	1.062	1.44083333333333	NA	0.21	12.4205961356	13.5692307692308	11.1111111111111	12.5
"344"	346	66	"Pinus strobus"	"Pinus"	"strobus"	"N"	6	NA	NA	NA	NA	26.1	93	NA	NA	NA	NA	NA	NA	2.91572150076923	1.46074502061856	0.71615	0.936852917032308	NA	0.422855555555556	8.06766119142857	5.6	11.1111111111111	12.5
"345"	347	66	"Oxydendron arboreum"	"Oxydendron"	"arboreum"	"N"	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1111111111111	12.5
"346"	348	66	"Nyssa sylvatica"	"Nyssa"	"sylvatica"	"N"	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.00773224	1.88777777777778	NA	NA	NA	0.22	18.3	NA	11.1111111111111	12.5
"347"	349	66	"Acer rubrum"	"Acer"	"rubrum"	"N"	9	NA	NA	NA	NA	25.6535413846154	73.025	NA	NA	NA	NA	NA	NA	1.03781748109524	1.80438596874948	NA	0.489538883825714	NA	0.35408	19.9110935035614	22.5	11.1111111111111	12.5
"349"	351	68	"Betula spp"	"Betula"	"spp"	"I"	1	NA	NA	14	0	27.9	58.6571428571429	NA	NA	NA	NA	NA	NA	1.85037273245946	2.42195512827123	0.842475	1.95339542917031	NA	0.906104486486486	17.396524295526	16.3	14	0
"350"	352	68	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"N"	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	2.330374134	2.14166666666667	NA	NA	NA	NA	16.41118856525	NA	9	0
"351"	353	68	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	3	NA	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35026516666596	NA	NA	NA	0.664681	19.9875523662703	NA	5	0
"352"	354	68	"Erica tetralix"	"Erica"	"tetralix"	"N"	4	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	1.707708425	1.03897125	NA	NA	NA	0.796021	10.8367763782941	12.8	0	6
"353"	355	68	"Erica cinerea"	"Erica"	"cinerea"	"N"	5	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	1.256967	1.28722222221111	NA	NA	NA	0.796021	11.1196583794828	12.8	0	9
"354"	356	68	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	6	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11
"355"	357	68	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	7	NA	NA	1	73	NA	NA	NA	NA	NA	NA	NA	NA	0.96848721	1.3447849641	NA	NA	NA	0.42028	13.0671984175	10.8	1	73
"356"	358	68	"Agrostis curtisii"	"Agrostis"	"curtisii"	"N"	8	NA	NA	8	0	15.6967900701429	NA	NA	NA	NA	NA	NA	NA	1.43179934308333	2.2670079737686	NA	0.912156657894737	NA	NA	22	31.2	8	0
"357"	359	69	"Pinus sylvestris"	"Pinus"	"sylvestris"	"I"	1	NA	NA	30	0	34.0666666666667	122	NA	NA	NA	NA	NA	NA	2.8523285867027	1.31396158824812	0.71615	1.08294936189075	NA	0.0979875438596491	5.01376250064537	5.6	30	0
"358"	360	69	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"N"	2	NA	NA	9	0	NA	NA	NA	NA	NA	NA	NA	NA	2.330374134	2.14166666666667	NA	NA	NA	NA	16.41118856525	NA	9	0
"359"	361	69	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	1.707708425	1.03897125	NA	NA	NA	0.796021	10.8367763782941	12.8	0	6
"360"	362	69	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	1	9	NA	NA	NA	NA	NA	NA	NA	NA	1.256967	1.28722222221111	NA	NA	NA	0.796021	11.1196583794828	12.8	1	9
"361"	363	69	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11
"362"	364	69	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	0.96848721	1.3447849641	NA	NA	NA	0.42028	13.0671984175	10.8	0	73
"363"	365	70	"Pteridium aquilinum"	"Pteridium"	"aquilinum"	"I"	1	NA	NA	93	0	NA	NA	NA	NA	NA	NA	NA	NA	2.330374134	2.14166666666667	NA	NA	NA	NA	16.41118856525	NA	93	0
"364"	366	70	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	2	NA	NA	8	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35026516666596	NA	NA	NA	0.664681	19.9875523662703	NA	8	0
"365"	367	70	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	1.707708425	1.03897125	NA	NA	NA	0.796021	10.8367763782941	12.8	0	6
"366"	368	70	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	2	9	NA	NA	NA	NA	NA	NA	NA	NA	1.256967	1.28722222221111	NA	NA	NA	0.796021	11.1196583794828	12.8	2	9
"367"	369	70	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11
"368"	370	70	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	0.96848721	1.3447849641	NA	NA	NA	0.42028	13.0671984175	10.8	0	73
"369"	371	71	"Rhododendron ponticum"	"Rhododendron"	"ponticum"	"I"	1	NA	NA	57	0	NA	NA	NA	NA	NA	NA	NA	NA	1.213967729	1.119937499975	0.549275	NA	NA	0.13	7.05443641281081	5.9	57	0
"370"	372	71	"Erica tetralix"	"Erica"	"tetralix"	"N"	2	NA	NA	0	6	NA	NA	NA	NA	NA	NA	NA	NA	1.707708425	1.03897125	NA	NA	NA	0.796021	10.8367763782941	12.8	0	6
"371"	373	71	"Erica cinerea"	"Erica"	"cinerea"	"N"	3	NA	NA	0	9	NA	NA	NA	NA	NA	NA	NA	NA	1.256967	1.28722222221111	NA	NA	NA	0.796021	11.1196583794828	12.8	0	9
"372"	374	71	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	4	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11
"373"	375	71	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	5	NA	NA	0	73	NA	NA	NA	NA	NA	NA	NA	NA	0.96848721	1.3447849641	NA	NA	NA	0.42028	13.0671984175	10.8	0	73
"374"	376	72	"Ulex europaeus"	"Ulex"	"europaeus"	"I"	1	NA	NA	82	0	NA	NA	NA	NA	NA	NA	NA	NA	2.852710189	3.18833333333333	NA	NA	NA	NA	9.21852436007017	NA	82	0
"375"	377	72	"Molinia caerulea"	"Molinia"	"caerulea"	"N"	2	NA	NA	13	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35026516666596	NA	NA	NA	0.664681	19.9875523662703	NA	13	0
"376"	378	72	"Erica tetralix"	"Erica"	"tetralix"	"N"	3	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA	1.707708425	1.03897125	NA	NA	NA	0.796021	10.8367763782941	12.8	1	6
"377"	379	72	"Erica cinerea"	"Erica"	"cinerea"	"N"	4	NA	NA	11	9	NA	NA	NA	NA	NA	NA	NA	NA	1.256967	1.28722222221111	NA	NA	NA	0.796021	11.1196583794828	12.8	11	9
"378"	380	72	"Cladonia portentosa"	"Cladonia"	"portentosa"	"N"	5	NA	NA	0	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	11
"379"	381	72	"Calluna vulgaris"	"Calluna"	"vulgaris"	"N"	6	NA	NA	7	73	NA	NA	NA	NA	NA	NA	NA	NA	0.96848721	1.3447849641	NA	NA	NA	0.42028	13.0671984175	10.8	7	73
"380"	382	73	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	100	0	17.7955440518	NA	NA	NA	NA	NA	NA	NA	1.16578	2.63	NA	NA	NA	NA	21.0437484353448	NA	100	0
"381"	383	73	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	15.1594281955357	NA	0	100
"382"	384	74	"Lythrum salicaria"	"Lythrum"	"salicaria"	"I"	1	NA	NA	100	0	17.7955440518	NA	NA	NA	NA	NA	NA	NA	1.16578	2.63	NA	NA	2.63	NA	21.0437484353448	NA	100	0
"383"	385	74	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	15.1594281955357	NA	0	100
"384"	386	75	"Typha angustifolia"	"Typha"	"angustifolia"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	3.928734146	1.67	NA	NA	1.8374014125	NA	7.42820546733333	NA	100	0
"385"	387	75	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	NA	NA	15.1594281955357	NA	0	100
"386"	388	76	"Typha angustifolia"	"Typha"	"angustifolia"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	3.928734146	1.67	NA	NA	1.67	NA	7.42820546733333	NA	100	0
"387"	389	76	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53	NA	NA	3.53	NA	15.1594281955357	NA	0	100
"388"	390	77	"Spartina alterniflora"	"Spartina"	"alterniflora"	"I"	1	NA	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	1.37004	1.19	0.74	NA	1.19	1.35	9.33424978316667	NA	100	0
"389"	391	77	"Phragmites australis"	"Phragmites"	"australis"	"N"	2	NA	NA	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	0.74	NA	1.8	NA	15.1594281955357	NA	0	100
"390"	392	78	"Andropogon bladhii"	"Andropogon"	"bladhii"	"I"	1	NA	NA	NA	NA	125.9	NA	77.07	NA	NA	NA	13.08	NA	962.5	0.39	NA	0.87497063333	0.39	NA	18.4975976114898	NA	25	0
"391"	393	78	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	34.5058155962264	NA	NA	NA	NA	NA	NA	NA	0.844871384611111	1.35228623143662	NA	1.57039633333333	NA	NA	17.0011802326792	NA	25	33.3333333333333
"392"	394	78	"Panicum virgatum"	"Panicum"	"virgatum"	"N"	3	NA	NA	NA	NA	36.44259288	NA	NA	NA	NA	NA	NA	NA	0.947995007428571	1.46894124827778	NA	1.712255583325	NA	NA	22.2669124547	NA	25	33.3333333333333
"393"	395	78	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	101.9	NA	61.68	NA	NA	NA	11.17	NA	528.5	0.41	NA	1.44	0.41	NA	20.185755	NA	25	33.3333333333333
"394"	396	79	"Andropogon bladhii"	"Andropogon"	"bladhii"	"I"	1	NA	NA	NA	NA	89.43	NA	53.4	NA	NA	NA	13.93	NA	680.5	0.6	NA	0.87497063333	0.6	NA	18.4975976114898	NA	25	0
"395"	397	79	"Sorghastrum nutans"	"Sorghastrum"	"nutans"	"N"	2	NA	NA	NA	NA	34.5058155962264	NA	NA	NA	NA	NA	NA	NA	0.844871384611111	1.35228623143662	NA	1.57039633333333	NA	NA	17.0011802326792	NA	25	33.3333333333333
"396"	398	79	"Panicum virgatum"	"Panicum"	"virgatum"	"N"	3	NA	NA	NA	NA	36.44259288	NA	NA	NA	NA	NA	NA	NA	0.947995007428571	1.46894124827778	NA	1.712255583325	NA	NA	22.2669124547	NA	25	33.3333333333333
"397"	399	79	"Andropogon gerardii"	"Andropogon"	"gerardii"	"N"	4	NA	NA	NA	NA	78.32	NA	51.63	NA	NA	NA	10.45	NA	581.5	0.55	NA	1.44	0.55	NA	20.185755	NA	25	33.3333333333333
"398"	400	80	"Bromus tectorum"	"Bromus"	"tectorum"	"I"	1	NA	NA	23	0	22.3399435995	NA	NA	NA	NA	NA	NA	NA	1.084895982	2.20193502495	NA	1.03257266666667	NA	NA	28.3890341946364	NA	23	0
"399"	401	80	"Stipa hymenoides"	"Stipa"	"hymenoides"	"N"	2	NA	NA	NA	NA	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	1.83979712241017	NA	1.05568694444444	NA	NA	9.81537755621333	NA	25	33.3333333333333
"400"	402	80	"Stipa comata"	"Stipa"	"comata"	"N"	3	NA	NA	0	37	33.6619981153846	NA	NA	NA	NA	NA	NA	NA	1.72849487062963	2.91488742857143	NA	1.724441	NA	NA	16.95	NA	0	37
"401"	403	80	"Hilaria jamesii"	"Hilaria"	"jamesii"	"N"	4	NA	NA	9	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9927	NA	NA	NA	NA	NA	NA	9	5
"402"	404	81	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84	NA	NA	NA	NA	47.6961758690952	NA	14.2857142857143	0
"403"	405	81	"Tsuga canadensis"	"Tsuga"	"canadensis"	"N"	2	NA	NA	NA	NA	41.6	64.9333333333333	NA	NA	NA	NA	NA	NA	1.21107843133333	1.295706252	NA	NA	NA	NA	13.3252583333333	NA	14.2857142857143	16.6666666666667
"404"	406	81	"Solidago spp"	"Solidago"	"spp"	"N"	3	NA	NA	NA	NA	29.704812937625	NA	NA	NA	NA	NA	NA	NA	1.30239064503704	1.855222384128	1.270275	1.94701766	NA	NA	18.4504738657957	NA	14.2857142857143	16.6666666666667
"405"	407	81	"Silacina racemosa"	"Silacina"	"racemosa"	"N"	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.2857142857143	16.6666666666667
"406"	408	81	"Quercus rubra"	"Quercus"	"rubra"	"N"	5	NA	NA	NA	NA	24.5333333333333	57.4	101.955	NA	83.8835	NA	NA	NA	1.4923949114	2.11909922045982	1.062	1.34	NA	0.202142844497608	15.3947836791212	13.5692307692308	14.2857142857143	16.6666666666667
"407"	409	81	"Populus gradidentata"	"Populus"	"gradidentata"	"N"	6	NA	NA	NA	NA	23.8663902931667	65.5	NA	NA	NA	NA	NA	NA	1.9023165061	2.29739400032426	0.56345	1.86553333333333	NA	1.08183048387097	15.4890381721282	14.7	14.2857142857143	16.6666666666667
"408"	410	81	"Maianthemum canadense"	"Maianthemum"	"canadense"	"N"	7	NA	NA	NA	NA	23.4080891236667	NA	NA	NA	NA	NA	NA	NA	0.731305282166667	1.98866510428636	NA	NA	NA	NA	29.10345004845	NA	14.2857142857143	16.6666666666667
"409"	411	82	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84	NA	NA	NA	NA	47.6961758690952	NA	16.6666666666667	0
"410"	412	82	"Toxicodendron radicans"	"Toxicodendron"	"radicans"	"N"	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1001277715	1.79333333333333	NA	NA	NA	NA	26.117022835	NA	16.6666666666667	20
"411"	413	82	"Stylophorum diphyllum"	"Stylophorum"	"diphyllum"	"N"	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6666666666667	20
"412"	414	82	"Quercus rubra"	"Quercus"	"rubra"	"N"	4	NA	NA	NA	NA	24.5333333333333	57.4	101.955	NA	83.8835	NA	NA	NA	1.4923949114	2.11909922045982	1.062	1.34	NA	0.202142844497608	15.3947836791212	13.5692307692308	16.6666666666667	20
"413"	415	82	"Parthenocissus quinquefolia"	"Parthenocissus"	"quinquefolia"	"N"	5	NA	NA	NA	NA	17.8409728	NA	NA	NA	NA	NA	NA	NA	0.692188145863636	2.56157391304348	NA	NA	NA	NA	39.1070433535	NA	16.6666666666667	20
"414"	416	82	"Acer plantanoides"	"Acer"	"plantanoides"	"N"	6	NA	NA	NA	NA	25.4138241639524	66.1909090909091	NA	NA	NA	NA	NA	NA	1.13564357832955	1.90333629771647	NA	0.884244024793467	NA	0.358607	19.1842757840205	22.5	16.6666666666667	20
"415"	417	83	"Alliaria petiolata"	"Alliaria"	"petiolata"	"I"	1	204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84	NA	NA	NA	NA	47.6961758690952	NA	12.5	0
"416"	418	83	"Trientalis borealis"	"Trientalis"	"borealis"	"N"	2	NA	NA	NA	NA	22.5686260142857	NA	NA	NA	NA	NA	NA	NA	0.523054602857143	2.014075	NA	NA	NA	NA	39.2667869161429	NA	12.5	14.2857142857143
"417"	419	83	"Quercus rubra"	"Quercus"	"rubra"	"N"	3	NA	NA	NA	NA	24.5333333333333	57.4	101.955	NA	83.8835	NA	NA	NA	1.4923949114	2.11909922045982	1.062	1.34	NA	0.202142844497608	15.3947836791212	13.5692307692308	12.5	14.2857142857143
"418"	420	83	"Maianthemum canadense"	"Maianthemum"	"canadense"	"N"	4	NA	NA	NA	NA	23.4080891236667	NA	NA	NA	NA	NA	NA	NA	0.731305282166667	1.98866510428636	NA	NA	NA	NA	29.10345004845	NA	12.5	14.2857142857143
"419"	421	83	"Impatiens capensis"	"Impatiens"	"capensis"	"N"	5	NA	NA	NA	NA	12.3261695858	NA	NA	NA	NA	NA	NA	NA	0.573123667	3.70593529221667	NA	NA	NA	NA	52.885238095	NA	12.5	14.2857142857143
"420"	422	83	"Fraxinus americana"	"Fraxinus"	"americana"	"N"	6	NA	NA	NA	NA	23.5	53.7333333333333	NA	NA	NA	NA	NA	NA	1.498391444375	2.04476111111111	NA	NA	NA	0.187435125	29.514759757	16.6	12.5	14.2857142857143
"421"	423	83	"Acer saccharum"	"Acer"	"saccharum"	"N"	7	NA	NA	NA	NA	27.85	73.34	NA	NA	NA	NA	NA	NA	1.1063832446	1.8592100043949	NA	0.964176073619632	NA	0.385556	24.7436015890612	22.5	12.5	14.2857142857143
