"GenusSpecies"	"MeasID_3"	"MeasID_4"	"MeasID_5"	"MeasID_6"	"MeasID_7"	"MeasID_8"	"MeasID_9"	"MeasID_10"	"MeasID_11"	"MeasID_12"	"MeasID_13"	"MeasID_14"	"MeasID_15"	"MeasID_16"	"MeasID_17"	"MeasID_18"
"7590"	"Protea compacta"	NA	NA	NA	NA	NA	NA	NA	NA	1.640158124	0.5879900186	NA	NA	NA	NA	4.39640790333333	NA
"7591"	"Protea cordata"	NA	NA	NA	NA	NA	NA	NA	NA	1.9308277295	0.650118275625	NA	NA	NA	NA	3.375974709	NA
"7592"	"Protea glabra"	NA	NA	NA	NA	NA	NA	NA	NA	3.442548701	0.658424795	NA	NA	NA	NA	1.908032818	NA
"7593"	"Protea laurifolia"	NA	NA	NA	NA	NA	NA	NA	NA	2.8697449118	0.695976162833333	NA	NA	NA	NA	3.0179301476	NA
"7594"	"Protea neriifolia"	NA	NA	NA	NA	NA	NA	NA	NA	2.26411570366667	0.786921509742857	NA	NA	NA	NA	3.81657606114286	NA
"7595"	"Protea nitida"	NA	NA	NA	NA	NA	NA	NA	NA	2.15144870725	0.7458213376	NA	NA	NA	NA	3.62431595175	NA
"7596"	"Protea obtusifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	NA
"7597"	"Protea repens"	NA	NA	NA	NA	NA	NA	NA	NA	2.2578840875	0.616165108104615	NA	NA	NA	NA	3.44932172385714	NA
"7598"	"Protea speciosa"	NA	NA	NA	NA	NA	NA	NA	NA	1.548100955	0.33214542815	NA	NA	NA	NA	2.159360829	NA
"7599"	"Protea susannae"	NA	NA	NA	NA	NA	NA	NA	NA	2.479680407	0.8116383089	NA	NA	NA	NA	3.279763857	NA
"7600"	"Protium apiculatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	13.978131454	NA
"7601"	"Protium aracouchili"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA
"7602"	"Protium carnosum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	16.16	NA
"7603"	"Protium confusum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5549348286667	NA
"7604"	"Protium costaricense"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.169842181	NA	NA	NA	NA	17.5283814920488	NA
"7605"	"Protium ferrugineum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA
"7606"	"Protium giganteum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA
"7607"	"Protium hebetatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	NA	NA	NA
"7608"	"Protium heptaphyllum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56	NA	NA	NA	NA	NA	NA
"7609"	"Protium insigne"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA	NA	NA	NA
"7610"	"Protium krukofii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA
"7611"	"Protium neglectum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA
"7612"	"Protium nitidifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	NA	NA	NA	NA	NA
"7613"	"Protium opacum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3925	NA	NA	NA	NA	NA	NA
"7614"	"Protium ovatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9575	NA	NA	NA	NA	NA	NA
"7615"	"Protium panamense"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.864896536	NA	NA	NA	NA	10.0680302880423	NA
"7616"	"Protium paniculatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5975	NA	NA	NA	NA	NA	NA
"7617"	"Protium puncticulatum"	NA	NA	NA	NA	NA	NA	NA	NA	1.37	1.3979591833	NA	NA	NA	NA	10.271771088	NA
"7618"	"Protium robustum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64454545454545	NA	NA	NA	NA	NA	NA
"7619"	"Protium sp"	NA	NA	NA	NA	NA	NA	NA	NA	1.31640084537931	1.66718051947714	NA	NA	NA	NA	10.6304370473793	NA
"7620"	"Protium spruceanum"	NA	NA	NA	NA	NA	NA	NA	NA	1.46	1.647025316525	NA	NA	NA	NA	12.7050789165	NA
"7621"	"Protium tenuifolium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7158689	NA	NA	NA	NA	12.6609175917742	NA
"7622"	"Protium unifoliolatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	NA	NA	NA	NA	NA	NA
"7623"	"Protomegabaria stapfiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8875	NA	NA	NA	NA	NA	NA
"7624"	"Proustia cinerea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.111111111	NA
"7625"	"Prumnopitys andina"	NA	NA	NA	NA	NA	NA	NA	NA	1.368823529	0.93	NA	NA	NA	NA	6.8	NA
"7626"	"Prumnopitys ferruginea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.21501783083333	NA
"7627"	"Prumnopitys taxifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.93486956428571	NA
"7628"	"Prunella grandiflora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.723333333	NA	NA	NA	NA	20.3139525928571	NA
"7629"	"Prunella vulgaris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91003455555556	NA	NA	NA	0.511541	28.6725690847174	NA
"7630"	"Prunus annularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA
"7631"	"Prunus avium"	NA	44.6	NA	NA	NA	NA	NA	NA	1.158087	2.1048	NA	NA	NA	0.09735	17.7616813697273	20.1
"7632"	"Prunus brachybotrya"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.237232289	NA
"7633"	"Prunus cerasus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5839054733333	NA
"7634"	"Prunus davidiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.248	NA
"7635"	"Prunus ilicifolia"	32.5	NA	NA	NA	NA	NA	NA	NA	3.16633285364286	1.79595923381429	NA	NA	NA	NA	6.2304958216	NA
"7636"	"Prunus laurocerasus"	NA	NA	NA	NA	NA	NA	NA	NA	2.0703125985	1.61640833331	NA	NA	NA	NA	7.07294924602817	8.7
"7637"	"Prunus lusitanica"	NA	NA	NA	NA	NA	NA	NA	NA	1.957849497	1.3782121212	NA	NA	NA	NA	6.71764288013889	5.8
"7638"	"Prunus mahaleb"	NA	NA	NA	NA	NA	NA	NA	NA	1.702750771	2.02446083333333	NA	NA	NA	NA	18.8917647058824	NA
"7639"	"Prunus myrtifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.315	NA	NA	NA	NA	NA	NA
"7640"	"Prunus padus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09716997945	NA	NA	NA	NA	21.0782993301304	43.2
"7641"	"Prunus pensylvanica"	NA	40.85	NA	NA	NA	NA	NA	NA	1.2	2.39142857142857	NA	NA	NA	NA	16.6198603836667	NA
"7642"	"Prunus persica"	NA	NA	NA	NA	NA	NA	NA	NA	2.03615384615385	3.89666666666667	NA	NA	NA	NA	18.71946971	NA
"7643"	"Prunus pumila"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.935	NA	NA	NA	NA	NA	NA
"7644"	"Prunus sargentii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.677196062	NA
"7645"	"Prunus serotina"	17.6327970769231	NA	NA	NA	NA	NA	NA	NA	1.2791121717	2.58567058823529	NA	NA	NA	NA	21.6181804405	NA
"7646"	"Prunus sibirica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.135	NA	NA	NA	NA	NA	NA
"7647"	"Prunus sp"	19.6339439	43.5	NA	NA	NA	NA	NA	NA	0.760452133	2.2655	NA	NA	NA	NA	19.3020043895	NA
"7648"	"Prunus spinosa"	18.654619225	NA	NA	NA	NA	NA	NA	NA	1.940767682	2.89144413536154	NA	NA	NA	NA	15.8960046438182	27.7
"7649"	"Prunus ssiori"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.8277880075	NA
"7650"	"Prunus turneriana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5194565426667	NA
"7651"	"Prunus virginiana"	20.3473408727273	NA	NA	NA	NA	NA	NA	NA	0.954429884285714	1.89425483870968	NA	NA	NA	NA	26.8028607667895	NA
"7652"	"Prunus vulgaris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.313432835	NA
"7653"	"Przewalskia tangutica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.68	NA	NA	NA	NA	18.419599077	NA
"7654"	"Psammochloa mongolica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA
"7655"	"Psammochloa villosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59033333333333	NA	NA	NA	NA	NA	NA
"7656"	"Psathyrostachys nevski"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.604	NA	NA	NA	NA	NA	NA
"7657"	"Pseudabutilon callimorphum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.073219211	NA
"7658"	"Pseudabutilon spicatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02333333333333	NA	NA	NA	NA	NA	NA
"7659"	"Pseudobombax marginatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.62	NA	NA	NA	NA	NA	NA
"7660"	"Pseudobombax munguba"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.897	NA	NA	NA	NA	NA	NA
"7661"	"Pseudobombax septenatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.031915852	NA	NA	NA	NA	16.5799226260769	NA
"7662"	"Pseudocymopterus montanus"	NA	NA	NA	NA	NA	NA	NA	NA	1.364654059	2.88824024713333	NA	1.06	NA	NA	14.1	NA
"7663"	"Pseudofumaria lutea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	NA
"7664"	"Pseudognaphalium macounii"	NA	NA	NA	NA	NA	NA	NA	NA	1.207963429	2.2951305168	NA	NA	NA	NA	19	NA
"7665"	"Pseudognaphalium sandvicensium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.722408026	NA
"7666"	"Pseudolachnostylis maprouneifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA
"7667"	"Pseudolmedia laevis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.973125	NA	NA	NA	NA	17.817219015	NA
"7668"	"Pseudolmedia oxyphyllaria"	NA	NA	NA	NA	NA	NA	NA	NA	0.893921843	1.163	NA	NA	NA	NA	11.5893803825	NA
"7669"	"Pseudolmedia rigida"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3	NA
"7670"	"Pseudopanax anomalus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5617980935	NA
"7671"	"Pseudopanax arboreus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.332597578	NA
"7672"	"Pseudopanax colensoi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.0912807767	NA
"7673"	"Pseudopanax crassifolius"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.86102884363158	NA
"7674"	"Pseudopanax ferox"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.445161688	NA
"7675"	"Pseudopanax simplex"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6250805308	NA
"7676"	"Pseudopiptadenia psilostachya"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72916666666667	NA	NA	NA	NA	NA	NA
"7677"	"Pseudorchis albida"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.672	NA
"7678"	"Pseudostreblus indica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.574	NA	NA	NA	NA	NA	NA
"7679"	"Pseudotsuga menziesii"	45	70.2666666666667	NA	NA	NA	NA	NA	NA	1.6366267486	1.24540833332292	NA	NA	NA	0.127352380952381	6.6778604961	NA
"7680"	"Pseudotsuga sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA
"7681"	"Pseudotsuga taxifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.145	NA	NA	NA	NA	NA	NA
"7682"	"Pseudowintera colorata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.1890486287059	NA
"7683"	"Psidium cattleianum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.505	NA	NA	NA	NA	5.5970460045	NA
"7684"	"Psidium friedrichsthalianum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.729928987	NA	NA	NA	NA	18.72558093375	NA
"7685"	"Psidium guajava"	NA	NA	NA	NA	NA	NA	NA	NA	1.57603	1.962	NA	NA	NA	NA	9.4504393385	NA
"7686"	"Psidium pohlianum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA
"7687"	"Psilocaulon subnodosum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64893617	NA
"7688"	"Psilochenia occidentalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.6221879102222	NA
"7689"	"Psoralea bituminosa"	NA	NA	NA	NA	NA	NA	NA	NA	2.21795584	4.1483025	NA	NA	NA	NA	19.4	NA
"7690"	"Psoralea tenuiflora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.69708	NA
"7691"	"Psorothamnus fremontii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA
"7692"	"Psychotria acuminata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.8359597001	NA
"7693"	"Psychotria berteriana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.55	NA	NA	NA	0.503333	NA	NA
"7694"	"Psychotria berteroana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17	NA	NA	NA	NA	NA	NA
"7695"	"Psychotria capensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.89	NA
"7696"	"Psychotria chagrensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.8704673330714	NA
"7697"	"Psychotria chiapensis"	NA	NA	NA	NA	NA	NA	NA	NA	0.962527948	1.7895	NA	NA	NA	NA	18.586473277	NA
"7698"	"Psychotria cyanococca"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.260504201	NA
"7699"	"Psychotria dallachiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.658227848	NA
"7700"	"Psychotria deflexa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.2920241015	NA
"7701"	"Psychotria elata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7702"	"Psychotria eurycarpa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7703"	"Psychotria faxlucens"	NA	NA	NA	NA	NA	NA	NA	NA	0.761167184	1.38	NA	NA	NA	NA	18.1301981455	NA
"7704"	"Psychotria flava"	NA	NA	NA	NA	NA	NA	NA	NA	1.2011525915	1.0905	NA	NA	NA	NA	9.0830084305	NA
"7705"	"Psychotria furcata"	NA	NA	NA	NA	NA	NA	NA	NA	0.924	2.1	NA	NA	NA	NA	30.266609601	NA
"7706"	"Psychotria graciliflora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.383830405	NA
"7707"	"Psychotria grandis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9986244175	NA
"7708"	"Psychotria hainanensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.388	NA	NA	NA	NA	NA	NA
"7709"	"Psychotria horizontalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.5690804132632	NA
"7710"	"Psychotria limonensis"	NA	NA	NA	NA	NA	NA	NA	NA	0.9	1.5	NA	NA	NA	NA	19.6281356135333	NA
"7711"	"Psychotria loniceroides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.3416256286667	NA
"7712"	"Psychotria luxurians"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7713"	"Psychotria marginata"	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.35	NA	NA	NA	NA	15.6944522735385	NA
"7714"	"Psychotria mariniana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	8.857395925	NA
"7715"	"Psychotria microbotrys"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7716"	"Psychotria panamensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7717"	"Psychotria pittieri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.1974263633333	NA
"7718"	"Psychotria poeppigiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.173913043	NA
"7719"	"Psychotria racemosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.860561634	NA
"7720"	"Psychotria rubra"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45133333333333	NA	NA	NA	NA	NA	NA
"7721"	"Psychotria simiarum"	NA	NA	NA	NA	NA	NA	NA	NA	0.6783597785	1.6085	NA	NA	NA	NA	23.6895952095	NA
"7722"	"Psychotria sloanei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5	NA
"7723"	"Psychotria sp"	NA	NA	NA	NA	NA	NA	NA	NA	0.923160156	1.52	NA	NA	NA	NA	12.546878235	NA
"7724"	"Psychotria suerrensis"	NA	NA	NA	NA	NA	NA	NA	NA	0.891218872	2.04	NA	NA	NA	NA	23.9306072125	NA
"7725"	"Psychotria tenuifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.35986040725	NA
"7726"	"Psychrophila leptosepala"	NA	NA	NA	NA	NA	NA	NA	NA	2.3007936505	2.9	NA	NA	NA	NA	12.6	NA
"7727"	"Psydrax odorata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	8.787346221	NA
"7728"	"PT sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.92	NA
"7729"	"Ptaeroxylon obliquum"	NA	NA	NA	NA	NA	NA	NA	NA	2.098723404	2.466	NA	NA	NA	NA	11.75	NA
"7730"	"Pteleopsis myrtifolia"	NA	NA	NA	NA	NA	NA	NA	NA	2.420430107	2.251	NA	NA	NA	NA	9.3	NA
"7731"	"Pteridium aquilinum"	NA	NA	NA	NA	NA	NA	NA	NA	2.330374134	2.14166666666667	NA	NA	NA	NA	16.41118856525	NA
"7732"	"Pteridium esculentum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.608181172	NA
"7733"	"Pteris actiniopteroides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	NA	NA	NA
"7734"	"Pteris semipinnata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3475	NA	NA	NA	NA	NA	NA
"7735"	"Pteris vittata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.798	NA	NA	NA	NA	NA	NA
"7736"	"Pterocarpus amazonum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.705	NA	NA	NA	NA	NA	NA
"7737"	"Pterocarpus angolensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA
"7738"	"Pterocarpus indicus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	NA	NA	NA	NA
"7739"	"Pterocarpus lucens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.218824	NA	NA	NA	NA	NA	NA
"7740"	"Pterocarpus marsupium"	NA	NA	NA	NA	NA	NA	NA	NA	2.8644	2.48	NA	NA	NA	NA	8.658008658	NA
"7741"	"Pterocarpus officinalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.135	NA	NA	NA	NA	29.188558085	NA
"7742"	"Pterocarpus rohrii"	NA	NA	NA	NA	NA	NA	NA	NA	1.7958156615	2.46716040408333	NA	NA	NA	NA	27.6891989592	NA
"7743"	"Pterocarpus rotundifolius"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01	NA	NA	NA	NA	NA	NA
"7744"	"Pterocarya delavayi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.625	NA
"7745"	"Pterocarya hupehensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.027027027	NA
"7746"	"Pterocarya insignis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.873015873	NA
"7747"	"Pterocarya stenoptera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.949152542	NA
"7748"	"Pterocaulon pycnostachyum"	NA	NA	NA	NA	NA	NA	NA	NA	1.591925566	1.97	NA	NA	NA	NA	12.36	NA
"7749"	"Pterocaulon sphacelatum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.419636363	NA
"7750"	"Pterocelastrus tricuspidatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA
"7751"	"Pterodon pubescens"	NA	NA	NA	NA	NA	NA	NA	NA	1.949152542	2.44222222222222	NA	NA	NA	NA	11.81	NA
"7752"	"Pterogyne nitens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.375	NA	NA	NA	NA	NA	NA
"7753"	"Pteronia empetrifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66972477	NA
"7754"	"Pteronia pallens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.115089514	NA
"7755"	"Pterophyta sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA	NA	NA	NA
"7756"	"Pterospermum acerifolium"	NA	NA	NA	NA	NA	NA	NA	NA	1.36851	1.43	NA	NA	NA	NA	10.449320794	NA
"7757"	"Pterospermum heterophyllum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8775	NA	NA	NA	NA	NA	NA
"7758"	"Pterostylis banksii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.645485455	NA
"7759"	"Pterostylis graminea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.176827207	NA
"7760"	"Pterostylis sp"	NA	NA	NA	NA	NA	NA	NA	NA	0.862518895	2.309	NA	NA	NA	NA	42.1081898701667	NA
"7761"	"Pterostylis venosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.52555527	NA
"7762"	"Pterostyrax psilophyllus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.181818181	NA
"7763"	"Ptilagrostis dichotoma"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.545	NA	NA	NA	NA	15.407608354	NA
"7764"	"Ptilanthelium deustum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.507286956	NA
"7765"	"Ptilotrichum canescens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.825	NA	NA	NA	NA	NA	NA
"7766"	"Ptilotus atriplicifolius"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2	NA
"7767"	"Ptilotus exaltatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.616681845	NA
"7768"	"Ptilotus gaudichaudii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.9096625765	NA
"7769"	"Ptilotus obovatus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.2306161545	NA
"7770"	"Ptilotus polystachyus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.6	NA
"7771"	"Ptychopyxis caput-medusae"	NA	NA	NA	NA	NA	NA	NA	NA	2.156501395	1.699	NA	NA	NA	NA	7.878501742	NA
"7772"	"Puccinellia distans"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52666666665	NA	NA	NA	NA	22.7201699850833	NA
"7773"	"Puccinellia hauptiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.698	NA	NA	NA	NA	NA	NA
"7774"	"Puccinellia maritima"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.13	NA
"7775"	"Puccinellia rupestris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1	NA
"7776"	"Pueraria lobata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	NA
"7777"	"Pueraria phaseoloides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA
"7778"	"Pueraria thunbergiana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	NA	NA	NA	NA
"7779"	"Pulicaria dysenterica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.55	NA
"7780"	"Pulicaria paludosa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.128	NA	NA	NA	NA	17.704	NA
"7781"	"Pulicaria vulgaris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.0127884057143	NA
"7782"	"Pulmonaria angustifolia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	NA	NA	NA	NA	NA	NA
"7783"	"Pulmonaria obscura"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.907	NA
"7784"	"Pulmonaria officinalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	28.0941978609167	NA
"7785"	"Pulsatilla albana"	NA	NA	NA	NA	NA	NA	NA	NA	2.024598332	2.5507171293	NA	NA	NA	NA	12.598632968	NA
