"obsID"	"articleID"	"author"	"year"	"location"	"ecosystemName"	"studyType"	"ecosystemID"	"multimeas"	"measurement"	"meanC"	"meanT"	"unit"
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"soilcn"	12.35	12.06	"? Fig 3b"
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"microbialcn"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"soilmoi"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"pH"	6.17	6.14	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"plantcov"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"biom"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"litterbiom"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"percN"	7.2	7.8	"g/kg"
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"cn"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"litterpercN"	NA	NA	NA
91	44	"Scott et al."	2001	"South Island New Zealand"	"tussock grasslands"	"fs"	"g"	"site=south"	"littercn"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"nh"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"no"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"toti"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"ammonif"	36.71	53.89	"ug/10cm2*140days"
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"nitrif"	88.78	88.33	"ug/10cm2*140days"
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"nminz"	NA	NA	"ug/10cm2*140days"
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"soilN"	7.95	8.15	"mg/g"
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"SOM"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"soilcn"	1.81	2	"? Table 1"
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"microbialcn"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"soilmoi"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"pH"	6.5	6.51	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"plantcov"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"biom"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"litterbiom"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"percN"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"cn"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"litterpercN"	NA	NA	NA
92	45	"Shaben and Myers"	2010	"British Columbia Canada"	"Garry oak savanna"	"fs"	"g"	NA	"littercn"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"nh"	NA	NA	"ug/g"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"no"	NA	NA	"ug/g"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"toti"	19.21	20.9	"ug/g"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"ammonif"	3.34	3.93	"ug/g*month"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"nitrif"	6.24	8.72	"ug/g*month"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"nminz"	9.59	12.65	"ug/g*month"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"soilN"	0.21	0.26	"%"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"SOM"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"soilcn"	10.95	10.19	"g/g"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"microbialcn"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"soilmoi"	22.6	31.6	"%"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"pH"	6.6	6.5	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"plantcov"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"biom"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"litterbiom"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"percN"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"cn"	NA	NA	NA
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"litterpercN"	1.6	2.2	"%"
93	46	"Sharma and Raghubanshi"	2009	"Vindhyan Forest India"	"dry deciduous forest"	"fs"	"f"	NA	"littercn"	29.4	18.9	"? Table 1"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"nh"	4.57	6.64	"ug/g"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"no"	1.47	3.28	"ug/g"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"toti"	6.04	9.92	"ug/g"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"ammonif"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"nitrif"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"nminz"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"soilN"	3660	4610	"kg/ha"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"SOM"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"soilcn"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"microbialcn"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"soilmoi"	4.16	4.35	"%"
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"pH"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"plantcov"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"biom"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"litterbiom"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"percN"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"cn"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"litterpercN"	NA	NA	NA
94	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C3 grasses"	"littercn"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"nh"	4.58	4.43	"ug/g"
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"no"	1.8	2.46	"ug/g"
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"toti"	6.38	6.89	"ug/g"
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"ammonif"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"nitrif"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"nminz"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"soilN"	3820	4540	"kg/ha"
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"SOM"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"soilcn"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"microbialcn"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"soilmoi"	3.89	3.79	"%"
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"pH"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"plantcov"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"biom"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"litterbiom"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"percN"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"cn"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"litterpercN"	NA	NA	NA
95	47	"Sperry et al."	2006	"UT USA"	"arid grassland"	"fs"	"g"	"Native=C4 grasses"	"littercn"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"nh"	2.11	2.57	"ug/g"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"no"	6.74	12.81	"ug/g"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"toti"	8.85	15.38	"ug/g"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"ammonif"	NA	NA	"ug/g*year"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"nitrif"	NA	NA	"ug/g*year"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"nminz"	6.56	12.77	"ug/g*year"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"soilN"	289	788	"ug/g"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"SOM"	1.07	2.29	"%"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"soilcn"	20.6	16.2	"? Table 1"
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"microbialcn"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"soilmoi"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"pH"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"plantcov"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"biom"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"litterbiom"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"percN"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"cn"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"litterpercN"	NA	NA	NA
96	48	"Stock et al. "	1995	"Cape Province South Africa"	"coastal strandveld"	"fs"	"g"	"site=strandveld"	"littercn"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"nh"	1.73	1.97	"ug/g"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"no"	2	2.47	"ug/g"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"toti"	3.73	4.44	"ug/g"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"ammonif"	NA	NA	"ug/g*year"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"nitrif"	NA	NA	"ug/g*year"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"nminz"	3.47	2.34	"ug/g*year"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"soilN"	146	538	"ug/g"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"SOM"	0.92	2.47	"%"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"soilcn"	35.2	25.6	"? Table 1"
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"microbialcn"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"soilmoi"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"pH"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"plantcov"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"biom"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"litterbiom"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"percN"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"cn"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"litterpercN"	NA	NA	NA
97	48	"Stock et al. "	1995	"Cape Province South Africa"	"sandplain lowland fynbos"	"fs"	"g"	"site=fynbos"	"littercn"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"nh"	1.29	3.5	"mg/kg"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"no"	0.36	1.29	"mg/kg"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"toti"	1.65	4.79	"mg/kg"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"ammonif"	-0.008	-0.01	"mg/kg*day"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"nitrif"	-0.006	-0.004	"mg/kg*day"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"nminz"	-0.004	-0.002	"mg/kg*day"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"soilN"	0.76	0.79	"%"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"SOM"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"soilcn"	47.13	45.65	"? Table 4"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"microbialcn"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"soilmoi"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"pH"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"plantcov"	NA	NA	NA
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"biom"	37.95	31.1	"g/m2"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"litterbiom"	13.2	27.35	"g/m2"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"percN"	0.73	0.62	"%"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"cn"	61.4	84.45	"? Table 2"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"litterpercN"	0.9	0.67	"%"
98	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site3"	"littercn"	45.6	50.7	"? Table 2"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"nh"	1.41	1.34	"mg/kg"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"no"	0.36	0.5	"mg/kg"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"toti"	1.77	1.84	"mg/kg"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"ammonif"	-0.002	-0.002	"mg/kg*day"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"nitrif"	0.008	0.006	"mg/kg*day"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"nminz"	0.006	0.006	"mg/kg*day"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"soilN"	0.91	0.77	"%"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"SOM"	NA	NA	NA
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"soilcn"	37.15	47	"? Table 4"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"microbialcn"	NA	NA	NA
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"soilmoi"	NA	NA	NA
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"pH"	NA	NA	NA
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"plantcov"	NA	NA	NA
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"biom"	63.2	37	"g/m2"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"litterbiom"	30.5	40.1	"g/m2"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"percN"	0.72	0.49	"%"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"cn"	64.55	94.95	"? Table 2"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"litterpercN"	0.66	0.62	"%"
99	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site2"	"littercn"	31.85	49.55	"? Table 2"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"nh"	1.32	1.39	"mg/kg"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"no"	0.33	0.49	"mg/kg"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"toti"	1.65	1.88	"mg/kg"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"ammonif"	1e-04	0.004	"mg/kg*day"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"nitrif"	0.006	0.004	"mg/kg*day"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"nminz"	0.006	0.006	"mg/kg*day"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"soilN"	0.71	0.9	"%"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"SOM"	NA	NA	NA
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"soilcn"	41.63	38.75	"? Table 4"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"microbialcn"	NA	NA	NA
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"soilmoi"	NA	NA	NA
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"pH"	NA	NA	NA
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"plantcov"	NA	NA	NA
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"biom"	28	42.1	"g/m2"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"litterbiom"	13.2	27.35	"g/m2"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"percN"	0.62	0.78	"%"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"cn"	81.4	60.85	"? Table 2"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"litterpercN"	0.7	1.09	"%"
100	49	"Svejcar and Sheley"	2001	"WA USA"	"grassland"	"fs"	"g"	"site1"	"littercn"	35.55	32.1	"? Table 2"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"nh"	5.44	3.74	"mg/L"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"no"	NA	NA	"mg/L"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"toti"	NA	NA	"mg/L"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"ammonif"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"nitrif"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"nminz"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"soilN"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"SOM"	20.2	20.9	"%"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"soilcn"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"microbialcn"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"soilmoi"	64.76	69.09	"vol/wetsoil mass (%)"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"pH"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"plantcov"	NA	NA	NA
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"biom"	980	633	"g/m2"
101	50	"Templer et al."	1998	"NY USA"	"freshwater marsh"	"fs"	"w"	"Native=Phragmites"	"litterbiom"	NA	NA	NA
