obsID	measAggNum	identifier1	identifier1unit	identifier2	identifier2unit	identifier3	identifier3unit	ma_InvMean	ma_InvVar	ma_InvN	ma_NatMean	ma_NatVar	ma_NatN	operation1	operation1order	operation2	operation2order	operation3	operation3order	notes
77.04	5	Mar 98		5-10cm		nh		2.599	0.678	3	3.766	0.528	3	average		average		add		
77.04	5	Mar 98		0-5cm		no		11.822	3.067	3	3.644	0.978	3	average		average		add		
77.04	5	Mar 98		5-10cm		no		1.067	0.933	3	0.578	1.022	3	average		average		add		
77.04	5	May 98		0-5cm		nh		2.949	0.47	3	3.974	0.812	3	average		average		add		
77.04	5	May 98		5-10cm		nh		2.778	0.598	3	3.889	0.769	3	average		average		add		
77.04	5	May 98		0-5cm		no		2.712	1.292	3	1.25	0.381	3	average		average		add		
77.04	5	May 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.04	5	May 99		0-5cm		nh		5.88	0.412	3	2.36	0.524	3	average		average		add		
77.04	5	May 99		5-10cm		nh		4.831	0.525	3	2.135	0.637	3	average		average		add		
77.04	5	May 99		0-5cm		no		1.13	0.424	3	1.695	0.339	3	average		average		add		
77.04	5	May 99		5-10cm		no		0.96	0.339	3	1.412	0.424	3	average		average		add		
77.04	5	Nov 98		0-5cm		nh		15.427	1.325	3	16.752	1.795	3	average		average		add		
77.04	5	Nov 98		5-10cm		nh		11.752	0.684	3	12.308	1.282	3	average		average		add		
77.04	5	Nov 98		0-5cm		no		0.614	0.339	3	0.657	0.339	3	average		average		add		
77.04	5	Nov 98		5-10cm		no		NA	NA	NA	NA	NA	NA	average		average		add		Cannot read figure
77.04	5	Sep 99		0-5cm		nh		12.35	1.453	3	5.385	2.051	3	average		average		add		
77.04	5	Sep 99		5-10cm		nh		9.744	0.598	3	4.573	2.136	3	average		average		add		
77.04	5	Sep 99		0-5cm		no		7.076	3.454	3	1.992	1.546	3	average		average		add		
77.04	5	Sep 99		5-10cm		no		2.232	0.649	3	2.26	0.424	3	average		average		add		
80.01	1	date1						2.175	0.107	12	1.602	0.136	12	average						
80.01	1	date10						1.903	0.116	12	1.728	0.126	12	average						
80.01	1	date11						1.612	0.136	12	1.767	0.116	12	average						
80.01	1	date12						1.883	0.156	12	1.806	0.087	12	average						
80.01	1	date13						1.913	0.174	12	1.66	0.136	12	average						
80.01	1	date14						1.524	0.117	12	1.505	0.116	12	average						
80.01	1	date15						2.039	0.129	12	1.748	0.252	12	average						
80.01	1	date16						1.816	0.184	12	1.825	0.126	12	average						
80.01	1	date17						2.214	0.174	12	1.641	0.145	12	average						
80.01	1	date2						2.573	0.068	12	1.592	0.117	12	average						
80.01	1	date3						2.524	0.233	12	1.796	0.117	12	average						
80.01	1	date4						1.806	1.126	12	1.767	0.136	12	average						
80.01	1	date5						1.864	0.214	12	1.835	0.126	12	average						
80.01	1	date6						2.437	0.233	12	1.796	0.155	12	average						
80.01	1	date7						2.087	0.165	12	1.738	0.126	12	average						
80.01	1	date8						1.748	0.194	12	1.951	0.185	12	average						
80.01	1	date9						1.854	0.165	12	1.542	0.156	12	average						
80.01	2	date1						3.015	0.413	12	1.83	0.283	12	average						
80.01	2	date10						3.505	0.309	12	2.01	0.284	12	average						
80.01	2	date11						3.892	0.309	12	3.247	0.284	12	average						
80.01	2	date12						2.758	0.438	12	1.856	0.283	12	average						
80.01	2	date13						2.552	0.438	12	1.985	0.283	12	average						
80.01	2	date14						2.113	0.49	12	2.552	0.386	12	average						
80.01	2	date15						2.191	0.283	12	1.83	0.258	12	average						
80.01	2	date16						2.68	0.31	12	2.29	0.232	12	average						
80.01	2	date17						2.397	0.258	12	2.062	0.309	12	average						
80.01	2	date2						2.423	0.309	12	1.959	0.283	12	average						
80.01	2	date3						2.397	0.309	12	2.01	0.284	12	average						
80.01	2	date4						2.036	0.335	12	2.036	0.309	12	average						
80.01	2	date5						2.552	0.36	12	2.577	0.31	12	average						
80.01	2	date6						1.907	0.413	12	1.933	0.361	12	average						
80.01	2	date7						1.985	0.335	12	1.546	0.335	12	average						
80.01	2	date8						1.804	0.284	12	1.289	0.232	12	average						
80.01	2	date9						2.216	0.387	12	1.753	0.309	12	average						
80.01	3	date1		nh				2.175	0.107	12	1.602	0.136	12	average		add				
80.01	3	date1		no				3.015	0.413	12	1.83	0.283	12	average		add				
80.01	3	date10		nh				1.903	0.116	12	1.728	0.126	12	average		add				
80.01	3	date10		no				3.505	0.309	12	2.01	0.284	12	average		add				
80.01	3	date11		nh				1.612	0.136	12	1.767	0.116	12	average		add				
80.01	3	date11		no				3.892	0.309	12	3.247	0.284	12	average		add				
80.01	3	date12		nh				1.883	0.156	12	1.806	0.087	12	average		add				
80.01	3	date12		no				2.758	0.438	12	1.856	0.283	12	average		add				
80.01	3	date13		nh				1.913	0.174	12	1.66	0.136	12	average		add				
80.01	3	date13		no				2.552	0.438	12	1.985	0.283	12	average		add				
80.01	3	date14		nh				1.524	0.117	12	1.505	0.116	12	average		add				
80.01	3	date14		no				2.113	0.49	12	2.552	0.386	12	average		add				
80.01	3	date15		nh				2.039	0.129	12	1.748	0.252	12	average		add				
80.01	3	date15		no				2.191	0.283	12	1.83	0.258	12	average		add				
80.01	3	date16		nh				1.816	0.184	12	1.825	0.126	12	average		add				
80.01	3	date16		no				2.68	0.31	12	2.29	0.232	12	average		add				
80.01	3	date17		nh				2.214	0.174	12	1.641	0.145	12	average		add				
80.01	3	date17		no				2.397	0.258	12	2.062	0.309	12	average		add				
80.01	3	date2		nh				2.573	0.068	12	1.592	0.117	12	average		add				
80.01	3	date2		no				2.423	0.309	12	1.959	0.283	12	average		add				
80.01	3	date3		nh				2.524	0.233	12	1.796	0.117	12	average		add				
80.01	3	date3		no				2.397	0.309	12	2.01	0.284	12	average		add				
80.01	3	date4		nh				1.806	1.126	12	1.767	0.136	12	average		add				
80.01	3	date4		no				2.036	0.335	12	2.036	0.309	12	average		add				
80.01	3	date5		nh				1.864	0.214	12	1.835	0.126	12	average		add				
80.01	3	date5		no				2.552	0.36	12	2.577	0.31	12	average		add				
80.01	3	date6		nh				2.437	0.233	12	1.796	0.155	12	average		add				
80.01	3	date6		no				1.907	0.413	12	1.933	0.361	12	average		add				
80.01	3	date7		nh				2.087	0.165	12	1.738	0.126	12	average		add				
80.01	3	date7		no				1.985	0.335	12	1.546	0.335	12	average		add				
80.01	3	date8		nh				1.748	0.194	12	1.951	0.185	12	average		add				
80.01	3	date8		no				1.804	0.284	12	1.289	0.232	12	average		add				
80.01	3	date9		nh				1.854	0.165	12	1.542	0.156	12	average		add				
80.01	3	date9		no				2.216	0.387	12	1.753	0.309	12	average		add				
80.02	1	date1						2.505	0.349	12	2.019	0.127	12	average						
80.02	1	date10						2.573	0.31	12	2.311	0.097	12	average						
80.02	1	date11						2.563	0.359	12	2.029	0.136	12	average						
80.02	1	date12						2.437	0.408	12	2.087	0.127	12	average						
80.02	1	date13						2.515	0.252	12	1.942	0.165	12	average						
80.02	1	date14						2.495	0.369	12	2.301	0.359	12	average						
80.02	1	date15						2.427	0.408	12	2.049	0.203	12	average						
80.02	1	date16						2.32	0.418	12	0.981	0.155	12	average						
80.02	1	date17						2.32	0.311	12	1.99	0.165	12	average						
80.02	1	date2						2.796	0.447	12	2.369	0.107	12	average						
80.02	1	date3						2.602	0.379	12	2.029	0.146	12	average						
80.02	1	date4						2.767	0.34	12	2.718	0.369	12	average						
80.02	1	date5						2.262	0.253	12	2.136	0.33	12	average						
80.02	1	date6						2.68	0.349	12	2.398	0.243	12	average						
80.02	1	date7						3.078	0.495	12	2.553	0.127	12	average						
80.02	1	date8						3.049	0.407	12	2.505	0.126	12	average						
80.02	1	date9						2.495	0.34	12	2.058	0.214	12	average						
80.02	2	date1						13.119	0.695	12	6.031	0.335	12	average						
80.02	2	date10						13.479	1.469	12	6.469	0.309	12	average						
80.02	2	date11						15.206	1.186	12	7.629	0.67	12	average						
80.02	2	date12						12.268	1.443	12	6.469	0.773	12	average						
80.02	2	date13						13.454	1.211	12	7.088	0.693	12	average						
80.02	2	date14						11.959	0.85	12	7.758	0.644	12	average						
80.02	2	date15						12.706	0.954	12	6.289	0.592	12	average						
80.02	2	date16						13.969	0.902	12	6.83	0.567	12	average						
80.02	2	date17						10.258	1.314	12	6.521	0.747	12	average						
80.02	2	date2						12.758	0.567	12	6.933	0.283	12	average						
80.02	2	date3						13.273	1.005	12	7.191	0.283	12	average						
80.02	2	date4						12.784	0.953	12	7.139	0.541	12	average						
80.02	2	date5						13.222	1.237	12	7.887	0.618	12	average						
80.02	2	date6						12.139	1.057	12	6.005	0.567	12	average						
80.02	2	date7						12.32	1.108	12	5.825	0.361	12	average						
80.02	2	date8						11.933	1.057	12	5.979	0.774	12	average						
80.02	2	date9						12.423	1.108	12	6.263	0.696	12	average						
80.02	3	date1		nh				2.505	0.349	12	2.019	0.127	12	average		add				
80.02	3	date1		no				13.119	0.695	12	6.031	0.335	12	average		add				
80.02	3	date10		nh				2.573	0.31	12	2.311	0.097	12	average		add				
80.02	3	date10		no				13.479	1.469	12	6.469	0.309	12	average		add				
80.02	3	date11		nh				2.563	0.359	12	2.029	0.136	12	average		add				
80.02	3	date11		no				15.206	1.186	12	7.629	0.67	12	average		add				
80.02	3	date12		nh				2.437	0.408	12	2.087	0.127	12	average		add				
80.02	3	date12		no				12.268	1.443	12	6.469	0.773	12	average		add				
80.02	3	date13		nh				2.515	0.252	12	1.942	0.165	12	average		add				
80.02	3	date13		no				13.454	1.211	12	7.088	0.693	12	average		add				
80.02	3	date14		nh				2.495	0.369	12	2.301	0.359	12	average		add				
80.02	3	date14		no				11.959	0.85	12	7.758	0.644	12	average		add				
80.02	3	date15		nh				2.427	0.408	12	2.049	0.203	12	average		add				
80.02	3	date15		no				12.706	0.954	12	6.289	0.592	12	average		add				
80.02	3	date16		nh				2.32	0.418	12	0.981	0.155	12	average		add				
80.02	3	date16		no				13.969	0.902	12	6.83	0.567	12	average		add				
80.02	3	date17		nh				2.32	0.311	12	1.99	0.165	12	average		add				
80.02	3	date17		no				10.258	1.314	12	6.521	0.747	12	average		add				
80.02	3	date2		nh				2.796	0.447	12	2.369	0.107	12	average		add				
80.02	3	date2		no				12.758	0.567	12	6.933	0.283	12	average		add				
80.02	3	date3		nh				2.602	0.379	12	2.029	0.146	12	average		add				
80.02	3	date3		no				13.273	1.005	12	7.191	0.283	12	average		add				
80.02	3	date4		nh				2.767	0.34	12	2.718	0.369	12	average		add				
80.02	3	date4		no				12.784	0.953	12	7.139	0.541	12	average		add				
80.02	3	date5		nh				2.262	0.253	12	2.136	0.33	12	average		add				
80.02	3	date5		no				13.222	1.237	12	7.887	0.618	12	average		add				
80.02	3	date6		nh				2.68	0.349	12	2.398	0.243	12	average		add				
80.02	3	date6		no				12.139	1.057	12	6.005	0.567	12	average		add				
80.02	3	date7		nh				3.078	0.495	12	2.553	0.127	12	average		add				
80.02	3	date7		no				12.32	1.108	12	5.825	0.361	12	average		add				
80.02	3	date8		nh				3.049	0.407	12	2.505	0.126	12	average		add				
80.02	3	date8		no				11.933	1.057	12	5.979	0.774	12	average		add				
80.02	3	date9		nh				2.495	0.34	12	2.058	0.214	12	average		add				
80.02	3	date9		no				12.423	1.108	12	6.263	0.696	12	average		add				
93.01	1	nh						2	0.5	4	1	0.3	4	add						
93.01	1	no						3.2	0.2	4	3	0.2	4	add						
93.01	2	A. cyclops						1270	211	4	744	102	4	average						
93.01	2	A. saligna						1967	311	4	744	102	4	average						
93.01	3	A. cyclops		biomass	g/m2			1270	211	4	744	102	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.01	3	A. cyclops		N	g/m2			9.8	2.1	4	2.2	0.3	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.01	3	A. saligna		biomass	g/m2			1967	311	4	744	102	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.01	3	A. saligna		N	g/m2			24.4	4.4	4	2.2	0.3	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.02	1	nh						3.6	1	4	1.6	0.2	4	add						
93.02	1	no						4.2	0.2	4	2.8	0.2	4	add						
93.02	2	A. cyclops						2441	508	4	1601	189	4	average						
93.02	2	A. saligna						2888	567	4	1601	189	4	average						
93.02	3	A. cyclops		biomass	g/m2			2441	508	4	1601	189	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.02	3	A. cyclops		N	g/m2			32.5	11	4	11.4	2.4	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.02	3	A. saligna		biomass	g/m2			2888	567	4	1601	189	4	average	"N,biomass"	calcPercent	"N,biomass"			
93.02	3	A. saligna		N	g/m2			28.1	10	4	11.4	2.4	4	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	1	Jan2004						38.442	7.538	5	23.367	7.538	5	average						
137.01	1	Jun2003						NA	NA	NA	NA	NA	NA	average						Cannot read figure
137.01	1	Jun2004						147.74	13.568	5	10.553	7.537	5	average						
137.01	1	Mar2003						144.72	18.09	5	22.613	6.03	5	average						
137.01	1	Mar2004						94.221	13.568	5	36.935	7.537	5	average						
137.01	1	May2003						159.04	18.091	5	5.276	9.046	5	average						
137.01	1	Nov2002						NA	NA	NA	NA	NA	NA	average						Cannot read figure
137.01	1	Nov2003						NA	NA	NA	NA	NA	NA	average						Cannot read figure
137.01	1	Sep2003						NA	NA	NA	NA	NA	NA	average						Cannot read figure
137.01	2	Jan2004		litter				94.975	15.075	5	126.633	16.583	5	average	"necromass,litter"	add				
137.01	2	Jan2004		necromass				24.242	7.576	5	0.758	7.575	5	average	"necromass,litter"	add				
137.01	2	Jun2003		litter				-3.015	9.045	5	-1.508	1.508	5	average	"necromass,litter"	add				
137.01	2	Jun2003		necromass				47.727	6.061	5	0.758	8.333	5	average	"necromass,litter"	add				
137.01	2	Jun2004		litter				215.578	19.598	5	310.553	25.628	5	average	"necromass,litter"	add				
137.01	2	Jun2004		necromass				127.27	15.151	5	50.758	6.818	5	average	"necromass,litter"	add				
137.01	2	Mar2003		litter				233.668	28.644	5	189.95	34.673	5	average	"necromass,litter"	add				
137.01	2	Mar2003		necromass				251.52	41.667	5	16.667	7.575	5	average	"necromass,litter"	add				
137.01	2	Mar2004		litter				156.784	18.09	5	168.844	10.553	5	average	"necromass,litter"	add				
137.01	2	Mar2004		necromass				30.303	7.576	5	8.333	5.303	5	average	"necromass,litter"	add				
137.01	2	May2003		litter				419.095	42.212	5	310.553	15.075	5	average	"necromass,litter"	add				
137.01	2	May2003		necromass				342.42	54.546	5	40.909	7.576	5	average	"necromass,litter"	add				
137.01	2	Nov2002		litter				401.005	58.794	5	361.809	31.658	5	average	"necromass,litter"	add				
137.01	2	Nov2002		necromass				360.61	42.424	5	58.333	15.152	5	average	"necromass,litter"	add				
137.01	2	Nov2003		litter				189.95	22.613	5	177.889	18.091	5	average	"necromass,litter"	add				
137.01	2	Nov2003		necromass				29.545	9.091	5	0.758	6.818	5	average	"necromass,litter"	add				
137.01	2	Sep2003		litter				198.995	22.613	5	266.834	55.779	5	average	"necromass,litter"	add				
137.01	2	Sep2003		necromass				34.848	8.334	5	0.758	7.575	5	average	"necromass,litter"	add				
137.01	3	Jun2003		biomass	g/m2			NA	NA	NA	NA	NA	NA	average	"N,biomass"	calcPercent	"N,biomass"			Cannot read figure
137.01	3	Jun2003		N	g/m2			NA	NA	NA	NA	NA	NA	average	"N,biomass"	calcPercent	"N,biomass"			Cannot read figure
137.01	3	Mar2003		biomass	g/m2			144.72	18.09	5	22.613	6.03	5	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	3	Mar2003		N	g/m2			0.968	0.175	3	0.196	0.058	3	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	3	May2003		biomass	g/m2			159.04	18.091	5	5.276	9.046	5	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	3	May2003		N	g/m2			0.418	0.057	3	0.05	0.036	3	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	3	Nov2002		biomass	g/m2			NA	NA	NA	NA	NA	NA	average	"N,biomass"	calcPercent	"N,biomass"			Cannot read figure
137.01	3	Nov2002		N	g/m2			0.104	0.042	3	0.018	0.036	3	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	3	Sep2003		biomass	g/m2			NA	NA	NA	NA	NA	NA	average	"N,biomass"	calcPercent	"N,biomass"			Cannot read figure
137.01	3	Sep2003		N	g/m2			0.075	0.029	3	0.007	0.043	3	average	"N,biomass"	calcPercent	"N,biomass"			
137.01	4	Jun2003		grassnecromass		biomass	g/m2	47.727	6.061	5	0.758	8.333	5	average		add		calcPercent	"N,biomass"	
137.01	4	Jun2003		woodylitter		biomass	g/m2	-3.015	9.045	5	-1.508	1.508	5	average		add		calcPercent	"N,biomass"	
137.01	4	Jun2003		grassnecromass		N	g/m2	0.138	0.043	3	0.011	0.035	3	average		add		calcPercent	"N,biomass"	
137.01	4	Jun2003		woodylitter		N	g/m2	0	0.085	3	0	0.064	3	average		add		calcPercent	"N,biomass"	
137.01	4	Mar2003		grassnecromass		biomass	g/m2	251.52	41.667	5	16.667	7.575	5	average		add		calcPercent	"N,biomass"	
137.01	4	Mar2003		woodylitter		biomass	g/m2	233.668	28.644	5	189.95	34.673	5	average		add		calcPercent	"N,biomass"	
137.01	4	Mar2003		grassnecromass		N	g/m2	0.546	0.11	3	0.089	0.035	3	average		add		calcPercent	"N,biomass"	
137.01	4	Mar2003		woodylitter		N	g/m2	1.538	0.203	3	1.806	0.502	3	average		add		calcPercent	"N,biomass"	
137.01	4	May2003		grassnecromass		biomass	g/m2	342.42	54.546	5	40.909	7.576	5	average		add		calcPercent	"N,biomass"	
137.01	4	May2003		woodylitter		biomass	g/m2	419.095	42.212	5	310.553	15.075	5	average		add		calcPercent	"N,biomass"	
137.01	4	May2003		grassnecromass		N	g/m2	1.209	0.362	3	0.202	0.05	3	average		add		calcPercent	"N,biomass"	
137.01	4	May2003		woodylitter		N	g/m2	3.184	0.481	3	2.34	0.149	3	average		add		calcPercent	"N,biomass"	
137.01	4	Nov2002		grassnecromass		biomass	g/m2	360.61	42.424	5	58.333	15.152	5	average		add		calcPercent	"N,biomass"	
137.01	4	Nov2002		woodylitter		biomass	g/m2	401.005	58.794	5	361.809	31.658	5	average		add		calcPercent	"N,biomass"	
137.01	4	Nov2002		grassnecromass		N	g/m2	0.95	0.135	3	0.138	0.043	3	average		add		calcPercent	"N,biomass"	
137.01	4	Nov2002		woodylitter		N	g/m2	2.318	0.556	3	2.543	0.235	3	average		add		calcPercent	"N,biomass"	
137.01	4	Sep2003		grassnecromass		biomass	g/m2	34.848	8.334	5	0.758	7.575	5	average		add		calcPercent	"N,biomass"	
137.01	4	Sep2003		woodylitter		biomass	g/m2	198.995	22.613	5	266.834	55.779	5	average		add		calcPercent	"N,biomass"	
137.01	4	Sep2003		grassnecromass		N	g/m2	0.082	0.028	3	0.007	0.032	3	average		add		calcPercent	"N,biomass"	
137.01	4	Sep2003		woodylitter		N	g/m2	1.122	0.181	3	1.613	0.267	3	average		add		calcPercent	"N,biomass"	
137.01	5	Jan 03		0-5cm				84.359	7.179	5	97.103	10.23	5	average	"N,biomass"	average				
137.01	5	Jan 03		5-10cm				65.872	3.231	5	80.59	6.461	5	average		average				
137.01	5	Jan 04		0-5cm				90.462	8.256	5	125.82	12.564	5	average	"N,biomass"	average				
137.01	5	Jan 04		5-10cm				35.718	3.41	5	73.769	4.487	5	average		average				
137.01	5	Jun 04		0-5cm				52.769	7.898	5	40.744	4.846	5	average		average				
137.01	5	Jun 04		5-10cm				33.923	3.949	5	33.923	3.949	5	average		average				
137.01	5	May 03		0-5cm				79.692	5.564	5	63.359	5.026	5	average		average				
137.01	5	May 03		5-10cm				49.359	3.59	5	38.231	3.41	5	average		average				
137.01	6	date1						917.55	288.12	5	961.88	243.8	5	average						
137.01	6	date2						1276.6	385.64	5	474.29	75.354	5	average						
137.01	6	date3						1640.07	443.26	5	500.89	119.68	5	average						
137.01	6	date4						155.14	44.326	5	195.04	57.625	5	average						
137.01	6	date5						363.48	57.624	5	310.28	53.192	5	average						
137.01	6	date6						1112.59	168.44	5	749.11	155.14	5	average						
137.01	6	date7						607.57	79.787	5	753.55	110.82	5	average						
137.01	6	date8						1622.34	314.72	5	2411.35	336.88	5	average						
137.01	7	date1						228.83	64.865	5	727.93	154.96	5	average						
137.01	7	date2						318.92	32.432	5	699.1	84.685	5	average						
137.01	7	date3						75.676	18.018	5	192.79	59.459	5	average						
137.01	7	date4						34.234	18.018	5	34.234	16.217	5	average						
137.01	7	date5						59.459	19.82	5	59.459	18.019	5	average						
137.01	7	date6						538.74	144.14	5	834.23	183.78	5	average						
137.01	7	date7						527.93	102.7	5	509.91	86.486	5	average						
137.01	7	date8						246.85	14.414	5	268.47	18.018	5	average						
156.01	1	C	%					10.9	0.42	5	10.06	0.61	5	divide	"C,N"					
156.01	1	N	%					0.17	0.03	5	0.17	0.04	5	divide	"C,N"					
156.01	2	AM1						1741.9	250.6	12	962	86.4	12	average						
156.01	2	NHM						99.2	23.2	12	34.2	3.3	12	average						
156.01	2	RB1						724.9	259.3	12	118.7	23	12	average						
156.01	3	AM1						0.89	0.05	12	0.99	0.1	12	average						
156.01	3	NHM						2.2	0.1	12	2.08	0.13	12	average						
156.01	3	RB1						1.18	0.24	12	1.82	0.1	12	average						
156.01	4	AM1		C	%			47.3	0.1	12	40.6	1.9	12	average		divide	"C,N"			
156.01	4	AM1		N	%			0.89	0.05	12	0.99	0.1	12	average		divide	"C,N"			
156.01	4	NHM		C	%			44.6	0.2	12	44	0.5	12	average		divide	"C,N"			
156.01	4	NHM		N	%			2.2	0.1	12	2.08	0.13	12	average		divide	"C,N"			
156.01	4	RB1		C	%			38.4	7.7	12	39.9	0.5	12	average		divide	"C,N"			
156.01	4	RB1		N	%			1.18	0.24	12	1.82	0.1	12	average		divide	"C,N"			
164.01	1	3m						5578.8	1776	18	386.1	649	18	average						
164.01	1	6m						5852.1	3276	18	47.5	116	18	average						
164.01	1	9m						3588.9	2255	18	58.2	230	18	average						
164.01	2	3m						454.67	120.16	18	443.44	61.99	18	average						
164.01	2	6m						469.28	136.19	18	425.84	103.08	18	average						
164.01	2	9m						496.34	113.96	18	427.1	85.31	18	average						
164.01	3	3m						20.65	0.72	18	21.49	0.75	18	average						
164.01	3	6m						20.83	0.66	18	21.4	1.03	18	average						
164.01	3	9m						21.03	1.05	18	21.52	0.58	18	average						
167.01	1	site1						50.9	NA	1	33.7	NA	1	average						
167.01	1	site2						39.6	NA	1	50.9	NA	1	average						
167.01	1	site3						57.1	NA	1	57.8	NA	1	average						
167.01	1	site4						49.1	NA	1	38.6	NA	1	average						
167.01	2	Apr						27	5.9	4	29.7	5.9	4	average						
167.01	2	Jun						14.7	3.7	4	16.1	4.9	4	average						
167.01	2	May						23.7	3.9	4	28.4	4.8	4	average						
167.01	3	Apr						5	2.6	4	6.1	3.3	4	average						
167.01	3	Jan						4.9	2.5	4	4.9	2.2	4	average						
167.01	3	Jun						4.6	1.8	4	4.6	1.3	4	average						
167.01	4	Apr						-1.815	0.875	4	-2.331	1.801	4	average						
167.01	4	Jan						-1.748	0.397	4	-1.007	0.689	4	average						
167.01	4	Jun						0.649	0.344	4	-1.788	1.046	4	average						
167.01	5	Apr						-1.079	0.269	4	-1.54	0.23	4	average						
167.01	5	Jan						-1.778	0.532	4	-1.095	0.23	4	average						
167.01	5	Jun						-0.873	0.436	4	-1.627	0.643	4	average						
167.01	6	Apr						-2.914	1.21	4	-3.917	1.735	4	average						
167.01	6	Jan						-3.519	0.78	4	-2.102	0.494	4	average						
167.01	6	Jun						-1.497	0.414	4	-3.471	1.656	4	average						
167.01	7	Apr						29.822	14.474	4	35.187	26.328	4	average						
167.01	7	Jan						45.793	13.726	4	25.08	7.237	4	average						
167.01	7	Jun						11.355	7.486	4	24.831	15.222	4	average						
167.01	8	Apr						16.575	4.411	4	23.547	2.703	4	average						
167.01	8	Jan						29.522	6.403	4	19.99	3.984	4	average						
167.01	8	Jun						12.591	6.83	4	23.831	9.675	4	average						
167.01	9	Apr						46.339	18.75	4	58.661	25.714	4	average						
167.01	9	Jan						75	17.143	4	44.732	3.75	4	average						
167.01	9	Jun						23.571	6.965	4	49.018	23.303	4	average						
167.01	10	Apr						1.176	0.277	4	1.075	0.504	4	average						
167.01	10	Jan						3.126	0.956	4	2.849	0.679	4	average						
167.01	10	Jun						0.157	0.069	4	0.031	0.101	4	average						
167.01	11	Apr						0.28	0.059	4	0.184	0.052	4	average						
167.01	11	Jan						0.104	0.013	4	0.082	0.019	4	average						
167.01	11	Jun						0.103	0.014	4	0.104	0.019	4	average						
167.01	12	Apr						1.428	0.276	4	1.403	0.603	4	average						
167.01	12	Jan						3.201	0.994	4	2.937	0.692	4	average						
167.01	12	Jun						0.22	0.063	4	0.082	0.126	4	average						
167.02	1	site1						41.2	NA	1	35.2	NA	1	average						
167.02	1	site2						68.6	NA	1	75.8	NA	1	average						
167.02	1	site3						70.1	NA	1	46.8	NA	1	average						
167.02	1	site4						51.1	NA	1	50.8	NA	1	average						
167.02	2	Apr						20.1	2.9	4	26.1	2.5	4	average						
167.02	2	Jun						13.3	2.7	4	15	1.8	4	average						
167.02	2	May						22.7	2.4	4	27.9	1.9	4	average						
167.02	3	Apr						3.5	0.4	4	4.1	0.5	4	average						
167.02	3	Jan						4.3	1	4	4.5	0.7	4	average						
167.02	3	Jun						5.1	1.2	4	4.4	0.6	4	average						
167.02	4	Apr						-0.755	0.265	4	-1.338	0.424	4	average						
167.02	4	Jan						-1.444	0.504	4	-0.728	0.702	4	average						
167.02	4	Jun						-1.007	0.411	4	-0.821	0.371	4	average						
167.02	5	Apr						-0.873	0.206	4	-1.46	0.484	4	average						
167.02	5	Jan						-1.389	0.31	4	-1.659	0.199	4	average						
167.02	5	Jun						-1.008	0.27	4	-0.849	0.151	4	average						
167.02	6	Apr						-1.672	0.382	4	-2.803	0.749	4	average						
167.02	6	Jan						-2.85	0.764	4	-2.357	0.462	4	average						
167.02	6	Jun						-1.943	0.733	4	-1.704	0.382	4	average						
167.02	7	Apr						12.353	4.741	4	20.089	6.489	4	average						
167.02	7	Jan						32.567	9.483	4	22.834	7.736	4	average						
167.02	7	Jun						31.818	21.462	4	12.852	4.991	4	average						
167.02	8	Apr						13.587	2.419	4	21.697	6.545	4	average						
167.02	8	Jan						24.4	6.972	4	26.392	3.13	4	average						
167.02	8	Jun						16.006	3.842	4	16.575	6.118	4	average						
167.02	9	Apr						25.179	6.964	4	41.518	11.518	4	average						
167.02	9	Jan						56.518	16.339	4	49.286	5.089	4	average						
167.02	9	Jun						46.071	24.375	4	29.464	7.5	4	average						
167.02	10	Apr						1.013	0.339	4	1.075	0.466	4	average						
167.02	10	Jan						2.585	0.591	4	2.233	0.729	4	average						
167.02	10	Jun						0.132	0.113	4	0.044	0.126	4	average						
167.02	11	Apr						0.165	0.051	4	0.173	0.051	4	average						
167.02	11	Jan						0.143	0.083	4	0.077	0.019	4	average						
167.02	11	Jun						0.127	0.053	4	0.127	0.028	4	average						
167.02	12	Apr						1.566	0.616	4	1.277	0.503	4	average						
167.02	12	Jan						2.799	0.566	4	2.346	0.742	4	average						
167.02	12	Jun						0.258	0.126	4	0.157	0.164	4	average						
188.01	1	C	%					2.65	NA	3	2.3	NA	3	divide	"C,N"					
188.01	1	N	%					0.26	NA	3	0.21	NA	3	divide	"C,N"					
199.01	1	Apr						5.07	NA	5	6.49	NA	5	average						
199.01	1	Feb						25.73	NA	5	19.56	NA	5	average						
199.01	1	Mar						9.21	NA	5	7.88	NA	5	average						
199.01	1	May						12.58	NA	5	6.84	NA	5	average						
199.01	2	Apr						6.86	NA	5	8.56	NA	5	average						
199.01	2	Feb						72.7	NA	5	73.49	NA	5	average						
